"alabama","alaska","arizona","arkansas","california","colorado","connecticut","delaware","florida","georgia","hawaii","idaho","illinois","indiana","iowa","kansas","kentucky","louisiana","maine","maryland","massachusetts","michigan","minnesota","mississippi","missouri","montana","nebraska","nevada","new hampshire","new jersey","new mexico","new york","north carolina","north dakota","ohio","oklahoma","oregon","pennsylvania","rhode island","south carolina","south dakota","tennessee","texas","utah","vermont","virginia","washington","west virginia","wisconsin","wyoming"
1.73821877699452,2.19624095617799,2.94648327323411,2.56761743811985,2.38026469642905,2.58719067943079,3.49808800941138,3.01203006071798,2.31628620299324,1.97294066132497,3.13401730315799,3.27621270534244,2.75565892495096,4.34709812281232,2.39330419042166,2.74492182437893,3.26381115721165,2.49387047232568,2.80711002027525,2.96205107557025,3.15570136488803,3.77355559758192,2.5143973080054,1.96602833485811,2.88807721472535,2.63612923985951,2.74565268757843,4.31315897624324,3.01972916308209,3.99849546176395,2.28986783152374,3.06678057540864,2.27638922365475,2.7724977440265,4.15847704762977,2.48642909171775,3.69743238335045,3.05385859250418,2.51504585667087,1.82681380049859,2.28954494804196,1.98934461667435,2.51092301301235,3.87370558899762,3.03462474258845,2.84656643299475,2.33424995256062,2.9059878937623,2.0349698212679,1.91262012919109
1.72082637611898,2.27296595590572,2.93688498764828,2.5868621955978,2.36405845472871,2.62039565980846,3.43613565969449,2.99174587899988,2.26903217249342,1.93696058872765,3.11740924474527,3.25750788733818,2.70628625242483,4.19259660933839,2.42135999525156,2.72285070979601,3.19349593397794,2.48081059286793,2.77022969696531,2.90387239296733,3.16190630141805,3.68232183390221,2.50355360036841,1.95146379061926,2.83038566667712,2.62711145224776,2.71030157655078,4.26195326254568,2.96486666532676,4.10015430357155,2.27721620698505,3.06608836149996,2.24086711858502,2.74327776806796,4.08206372684763,2.47171798871412,3.67664033405581,3.01165248217123,2.50726930372202,1.80324743037783,2.26291384251516,1.94984636949132,2.51045318979773,3.84704197304109,3.0779025408168,2.80736102908765,2.34590199548258,2.79604413313287,2.02490758102418,1.91781020704034
1.70404019951801,2.34497494860146,2.92792373361396,2.60479808909159,2.34883330684465,2.65179662559072,3.37882529023798,2.97414855055624,2.22450921109341,1.90335402134204,3.10229855016788,3.23958705946312,2.65962160268169,4.04647398804849,2.44836164796465,2.70262190979517,3.12743450886651,2.46854446341784,2.73812273388881,2.85120041147478,3.16963743665066,3.59663757307358,2.49326412464415,1.93697400192662,2.77639449072845,2.61835184448858,2.67815594286364,4.21323647434771,2.91514547255491,4.20002187852262,2.26500059151133,3.06686016062189,2.20882628146394,2.7157086557538,4.01094016732642,2.45791119557767,3.65728902002474,2.97326527881562,2.50158877954611,1.78146030745433,2.23885812984385,1.91298311826964,2.50976041438083,3.82120799353083,3.12125153442273,2.77184777131244,2.35698767964355,2.69454287175583,2.0161739624919,1.9226153025822
1.68786111166756,2.41237758544188,2.91958626543137,2.62145799157279,2.33456911126031,2.68143929877554,3.32606324047113,2.95917423474751,2.18266681774946,1.8720841257887,3.08865054254841,3.22244073675614,2.61561728049868,3.90856287477704,2.4743331552644,2.68419582863512,3.06554417612167,2.45706068319286,2.71067853644739,2.80390300724237,3.17885421971971,3.51638681541478,2.48352351887335,1.92257269002192,2.72602518197942,2.60986242646554,2.64914401829171,4.16696000925209,2.87044738963437,4.29810817464679,2.25322334561292,3.06905739656529,2.18019460189175,2.68976983986146,3.94499309336036,2.44499310701955,3.63934606786632,2.93860870235964,2.49795648337258,1.76142956598363,2.21732605134355,1.87870579835051,2.50885692450092,3.79619306940709,3.16465436162533,2.73994376577941,2.36752035417813,2.60129640935124,2.00874281037458,1.927060113146
1.67228997704357,2.47528351760369,2.91185933740072,2.63687477601298,2.32124572645913,2.70936940136085,3.27775584982326,2.94675909093414,2.14345449141781,1.84311406868821,3.07643054500947,3.20605943425613,2.57422559065295,3.77869588535847,2.49929852385428,2.66753287057459,3.00774222998768,2.44634785141047,2.68778651004267,2.7618480564199,3.18951609975907,3.44145356124455,2.47432642109671,1.90827357614692,2.67919923553012,2.60165520806218,2.6231940346097,4.12307526486159,2.830654221433,4.39442317997369,2.24188682980016,3.07264149312102,2.15489996946865,2.66544075316835,3.88410922924365,2.4329481177509,3.6227791041896,2.90759447272556,2.49632461443089,1.74313234022129,2.19826584832981,1.84696534507517,2.50775495789722,3.77198661961015,3.20809366064368,2.71156611859889,2.37751336822091,2.51611704563913,2.00258796937571,1.93116933606108
1.65732766012199,2.53380239626357,2.90472970382221,2.65108131538373,2.30884301092453,2.73563265534461,3.23380945772364,2.93683927847657,2.10682173105469,1.81640701666113,3.06560388067367,3.19043366700199,2.53539883792167,3.65670563562719,2.52328176043774,2.6525934398723,2.95394596470884,2.43639456728814,2.66933606007628,2.72490343515713,3.20158252590259,3.37172181088167,2.46566746935494,1.89409038154336,2.63583814648067,2.59374219916207,2.60023422359234,4.08153363877897,2.79564777281862,4.48897688253293,2.23099340458341,3.07757387407992,2.13287027379488,2.6427008284519,3.82817529927049,2.42176062248286,3.60755575560364,2.88013430983568,2.49664537195049,1.72654576442287,2.18162576211816,1.81771269378485,2.506466752309,3.74857806308026,3.25155206969688,2.68663193588118,2.3869800709065,2.43881708033955,1.99768328419883,1.93496766865681
1.64297502537875,2.5880438725982,2.89818411899606,2.66411048265662,2.29734082313994,2.76027478272475,3.19413040360158,2.92935095673526,2.07271803561635,1.79192613632804,3.05613587266359,3.17555395003259,2.49908932708199,3.54242474141763,2.54630687171827,2.63933794078698,2.90407267452942,2.42718943004333,2.65521659194985,2.69293701960385,3.21501294728412,3.30707556464487,2.45754130168876,1.88003682745299,2.59586340993114,2.58613540964875,2.58019281701434,4.04228652860701,2.76530984865906,4.58177927035414,2.220545430473,3.08381596323286,2.11403340447067,2.62152949848954,3.7770780277351,2.41141501592656,3.59364364871749,2.85613993361229,2.49887095516081,1.71164697284392,2.16735403402414,1.79089877982075,2.5050045454755,3.72595681875767,3.29501222700399,2.66505832373657,2.39593381136949,2.36920881317255,1.99400259954745,1.9384798082625
1.62923293728979,2.63811759778427,2.89220933722249,2.6759951508032,2.2867190215888,2.78334150549923,3.15862502688637,2.92423028507066,2.04109290405901,1.76963459430952,3.04799184410186,3.16141079838685,2.46524936291105,3.43568581856423,2.56839786439932,2.62772677757735,2.85803965369371,2.41872103889352,2.645317511065,2.66581668590985,3.22976681303752,3.24739882285292,2.44994255613889,1.86612663511755,2.55919652098165,2.57884684940578,2.56299804665041,4.00528533194847,2.73952225382217,4.67284033146693,2.21054526797928,3.09132918437069,2.09831725109623,2.60190619605868,3.73070413893167,2.40189569279314,3.58101041014023,2.83552306397766,2.50295356329131,1.69841309973998,2.15539890536329,1.76647453852411,2.50338057513596,3.70411230558266,3.33845677078411,2.64676238827539,2.40438793874449,2.30710454385817,1.99151976012507,1.94173045220752
1.61610226033107,2.68413322299847,2.8867921128017,2.68676819279507,2.27695746475454,2.804878545666,3.1271996670073,2.9214134228432,2.01189583533892,1.74949555722613,3.04113711811106,3.14799472710363,2.43383125018602,3.33632148290139,2.58957874518435,2.61772035450214,2.81576419644601,2.41097799305617,2.63952822282336,2.64341031022492,3.24580357229664,3.19257558582458,2.44286587074602,1.8523735257788,2.52575897473229,2.57188852831672,2.54857814427526,3.97048144640612,2.71816679317578,4.76217005390094,2.20099527761259,3.10007496128426,2.0856497032718,2.58381035393676,3.68894035715442,2.39318704779375,3.5696236664809,2.81819542085408,2.50884539557144,1.68682127936662,2.14570861745113,1.74439090523614,2.50160707902964,3.68303394249549,3.38186833925632,2.63166123560794,2.41235580216611,2.25231657211645,1.99020861063522,1.94474429782121
1.60358385897852,2.72620039941749,2.8819192000339,2.69646248160379,2.26803601112059,2.82493162522301,3.09976066339368,2.92083652941334,1.98507632841231,1.73147219169845,3.03553701781381,3.13529625122183,2.40478729368404,3.24416435026355,2.60987352077685,2.60927907582006,2.77716359703059,2.40394889174876,2.63773813262656,2.62558576869883,3.26308267419534,3.14248985387859,2.43630588355088,1.83879122067848,2.49547226628316,2.56527245626511,2.53686134166362,3.93782626958273,2.70112527158772,4.84977842568578,2.19189781988328,3.11001471776444,2.07595865059759,2.5672214049012,3.65167340669756,2.38527347563952,3.55945104434856,2.80406872416384,2.51649865123065,1.67684864597938,2.13823141160322,1.72459881529808,2.49969629489578,3.6627111484364,3.42522957063971,2.61967197184451,2.41985075076893,2.20465719766744,1.99004299578142,1.9475460424329
1.59167859770808,2.76442877821802,2.87757735321932,2.70511089020092,2.25993451917038,2.8435464661682,3.07621435547479,2.92243576414153,1.96058388223542,1.71552766434704,3.0311568663327,3.12330588578035,2.37806979818227,3.15904703648513,2.62930619788026,2.60236334578985,2.74215514969173,2.39762233418874,2.63983664587623,2.61221093748136,3.28156356786747,3.09702562733371,2.43025723259418,1.82539344105833,2.46825789073434,2.55901064313452,2.52777587059018,3.90727119908106,2.68827949392584,4.93567543485107,2.18325525530168,3.12110987760208,2.06917198267383,2.55211878172942,3.61879001185528,2.37813937104159,3.55046017035228,2.79305469382923,2.52586552949837,1.66847233383382,2.13291552913508,1.70704920405114,2.49766046047364,3.64313334234567,3.46852310315335,2.61071170309543,2.42688613368756,2.16393872023119,1.99099676026717,1.95016038337195
1.58038734099571,2.79892801057674,2.87375332665815,2.71274629155805,2.25263284738735,2.86076879049951,3.05646708267992,2.92614728638821,1.93836799576449,1.70162514179248,3.02796198679033,3.11201414581806,2.35363106845786,3.08080215740056,2.64790078319806,2.59693356867021,2.71065614867372,2.39198691959359,2.64571316797399,2.6031536927223,3.30120570244688,3.0560669065087,2.42471455591664,1.81219390816011,2.44403734318595,2.55311509880849,2.52124996282968,3.87876763250388,2.67951126505797,5.01987106942645,2.17506994437815,3.13332186458802,2.06521758910075,2.53848191719885,3.5901768969218,2.37176912871109,3.54261867110112,2.78506504977253,2.53689822960406,1.6616694771855,2.12970921136225,1.69169300683654,2.49551181350244,3.62428994316355,3.51173157501633,2.604697535471,2.4334753000566,2.12997343952773,1.99304374879599,1.9526120179677
1.56971095331733,2.82980774767034,2.87043387465061,2.71940155864674,2.24611085425492,2.8766443202149,3.04042518443839,2.93190725551384,1.91837816795575,1.68972779065535,3.02591770230932,3.10141154637387,2.33142340928796,3.00926232884425,2.66568128343372,2.59295014871989,2.68258388822085,2.38703124718078,2.65525710432147,2.59828191057144,3.32196852706744,3.01949769172231,2.41967249155895,1.79920634322556,2.42273211873807,2.54759783317059,2.51721185015682,3.85226696745397,2.67470238985194,5.10237531744152,2.16734424762304,3.14661210251314,2.06402335947857,2.52629024408691,3.56572078619132,2.36614714335918,3.53589417320413,2.78001151191603,2.54954895077717,1.65641721028996,2.12856069960027,1.67848115899552,2.49326259172146,3.60617036983031,3.55483762444774,2.60154657508153,2.43963159901066,2.10257365527711,1.9961578060714,1.95492564354949
1.5596502991489,2.8571776406755,2.86760575149691,2.72510956443857,2.24034839825652,2.89121877731232,3.02799500017947,2.93965183087886,1.90056389776545,1.67979877755621,3.02498933601225,3.09148860248666,2.31139912544974,2.94426016665064,2.68267170529069,2.5903734901976,2.6578556625774,2.38274391616778,2.66835786032029,2.59746346717856,3.343811490863,2.98720198329329,2.41512567756184,1.78644446749643,2.40426371249081,2.54247085610436,2.51558976434631,3.82772060153408,2.67373467317559,5.18319816692591,2.16008052554667,3.16094201516828,2.06551718340752,2.51552319517102,3.54530840395804,2.36125780969698,3.53025430327036,2.77780580018201,2.56376989224714,1.65269266740276,2.12941823516468,1.66736459586928,2.49092503286993,3.58876404128621,3.59782388966665,2.60117592803731,2.44536837968432,2.08155166719938,2.00031277679691,1.95712595744666
1.55020624296635,2.88114734076892,2.86525571149727,2.72990318190511,2.23532533787559,2.90453788378972,3.01908286933248,2.94931717184372,1.88487468414982,1.67180126911563,3.02514221102174,3.08223582919532,2.29351052172033,2.88562828665415,2.69889605547245,2.58916399736206,2.63638876598766,2.37911352577205,2.68490484137209,2.60056623869343,3.3666940429674,2.95906378154041,2.41106875196603,1.77392200221446,2.38855361954425,2.53774617749336,2.51631193717287,3.80507993234699,2.67648991989676,5.26234960590925,2.1532811386594,3.1762730263443,2.06962695048782,2.50616020322862,3.52882647451619,2.35708552243564,3.52566668790889,2.77835963449276,2.57951325324343,1.65047298277945,2.13223005937101,1.65829425279905,2.48851137468709,3.5720603764715,3.64067300889216,2.60350270044867,2.4506989912122,2.06671977501458,2.00548250567604,1.95923765698857
1.54137964924563,2.90182649912729,2.86337050895189,2.73381528401794,2.23102153159556,2.91664736164503,3.01359513132669,2.96083943776887,1.87126002606509,1.66569843195419,3.02634165046038,3.07364374153874,2.2777099028769,2.8331993046892,2.71437834068246,2.58928207447201,2.6181004926959,2.37612867521107,2.70478745287848,2.60745810126585,3.39057563251452,2.93496708678241,2.40749635281221,1.76165266862141,2.37552333499851,2.53343580722114,2.51930660041122,3.78429635749546,2.68284993488328,5.33983962242116,2.14694844747157,3.19256655983205,2.0762805503197,2.49818070103712,3.51616172215995,2.35361467628629,3.52209895372877,2.78158473477057,2.59673123299547,1.64973529067559,2.13694441353479,1.65122106512607,2.48603385491221,3.55604879432644,3.68336762034334,2.6084439984259,2.45563678272888,2.05789027844276,2.0116408374123,1.96128543950455
1.53317138246268,2.91932476692729,2.86193689816099,2.73687874374861,2.22741683789986,2.92759293287621,3.0114381255914,2.97415478801476,1.85966942246751,1.66145343269246,3.02855297745078,3.06570285455581,2.2639495736966,2.78680583659021,2.72914256762418,2.59068812578615,2.60290813694642,2.37377796370229,2.72789510024111,2.61800693104559,3.41541570863819,2.91479589933805,2.40440311814111,1.74965018795902,2.36509435395367,2.52955175517127,2.52450198583606,3.76532127458227,2.692696523003,5.41567820449125,2.14108481249353,3.2097840394224,2.08540587250337,2.49156412137395,3.50720087118354,2.35082966596008,3.51951872733906,2.78739282093771,2.61537603073272,1.65045672534672,2.14350953897157,1.64609596819154,2.48350471128452,3.54071871379131,3.72589036223928,2.61591692807931,2.46019510336899,2.05487547720396,2.0187616167092,1.96329400232395
1.52558230709344,2.9337517953456,2.86094163342478,2.73912643406871,2.22449111527192,2.93742031948121,3.01251819155592,2.98919938194183,1.85005237231332,1.65902943795101,3.03174151511555,3.05840368328541,2.25218183895658,2.74628049819162,2.74321274300109,2.59334255556323,2.5907289929835,2.3720499904632,2.75411718886159,2.63208060418244,3.44117372047228,2.89843421952609,2.40178368599343,1.73792828146903,2.35718817150983,2.52610603122729,2.53182632522212,3.74810608121017,2.70591148912373,5.48987534014915,2.13569259423562,3.22788688890619,2.09693080663907,2.48628989701654,3.50183064588116,2.34871488616814,3.51789363534881,2.79569561291649,2.63539984568462,1.65261442104841,2.15187367699688,1.64286989733669,2.48093618154328,3.52605955380636,3.76822387279907,2.62583859551922,2.4643873022671,2.05748767101823,2.02681868827028,1.96528804277611
1.51861328761386,2.94521723555892,2.86037146904347,2.74059122794981,2.22222422219518,2.94617524345798,3.01674166864953,3.00590937891053,1.84235837455874,1.65838961435041,3.03587258657727,3.05173674276645,2.242359003434,2.71145590532785,2.75661287351665,2.59720576806195,2.58148035505142,2.37093335471126,2.78334312414155,2.64954699682619,3.46780911715065,2.88576604766527,2.3996326944099,1.7265006703932,2.35172628276709,2.52311064527276,2.5412078503441,3.73260217498194,2.72237663811333,5.56244101742449,2.13077415320818,3.24683653207428,2.11078324232703,2.4823374607423,3.49993777054703,2.3472547316216,3.5171913043671,2.80640483062918,2.65675487708062,1.6561855120362,2.16198506892627,1.64149378790274,2.47834050342773,3.51206073331184,3.81035079024178,2.63812610685592,2.46822672855783,2.0655391596056,2.03578589679902,1.96729225819038
1.51226518849988,2.95383073874394,2.86021315931727,2.74130599836348,2.22059601715306,2.95390342680445,3.02401489630154,3.02422093828132,1.83653692816003,1.65949712851124,3.04091151495856,3.04569254803781,2.234433371906,2.68216467383331,2.76936696587431,2.60223816754105,2.57507951739447,2.37041665566394,2.81546231148262,2.67027398512661,3.49528134780714,2.87667538407436,2.39794478143122,1.71538107597327,2.34863018282554,2.52057760719122,2.55257479297672,3.71876095350035,2.74197377483963,5.63338522434688,2.12633184992156,3.26659439271754,2.12689106916745,2.47968624532867,3.50140896947534,2.34643359703162,3.51737936100296,2.81943219399807,2.67939332415018,1.66114713256564,2.17379195607525,1.64191857523093,2.47572991467711,3.49871167124802,3.8522537527865,2.65269656819972,2.47172673137578,2.07884224268613,2.04563708699897,1.9693313458961
1.50653887422744,2.95970195607733,2.86045345854639,2.74130361828129,2.21958635862899,2.96065059151859,3.03424421394122,3.04407021941463,1.8325375320734,1.66231514705407,3.04682362338202,3.04026161413837,2.22835724914975,2.65823941954244,2.78149902677757,2.60840015825924,2.57144377425694,2.37048849253871,2.85036415628642,2.69412944523349,3.5235498615756,2.87104622907211,2.3967145850981,1.70458321945099,2.34782136678529,2.51851892686625,2.5658553848947,3.70653381436816,2.76458470417046,5.70271794894595,2.1223680448861,3.2871218946268,2.14518217676058,2.47831568355307,3.50613096696031,2.34623587710933,3.51842543186548,2.83468942294545,2.70326738612273,1.6674764168923,2.18724257975938,1.64409519466246,2.47311665303068,3.48600178655517,3.89391539865232,2.66946708566094,2.47490065985554,2.09720921997985,2.05634610357362,1.97143000322262
1.50143520927249,2.96294053873579,2.86107912103105,2.74061696067482,2.21917510510642,2.96646245959834,3.04733596099789,3.06539338167093,1.83030968525511,1.66680683659946,3.05357423497025,3.03543445610704,2.22408293994239,2.63951275828965,2.79303306292986,2.61565214447525,2.5704904198831,2.37113746455303,2.88793806395459,2.72098125329662,3.55257410758991,2.86876258297728,2.39593674345127,1.69412082206811,2.34922132974643,2.51694661418139,2.58097785787274,3.69587215518814,2.79009123097366,5.77044917925131,2.11888509861215,3.30838046159293,2.16558445470663,2.47820520819292,3.51399048729614,2.34664596656586,3.52029714356369,2.8520882373936,2.72832926222772,1.67515049927173,2.20228518129419,1.64797458153856,2.47051295622769,3.47392049817354,3.93531836605832,2.68835476534988,2.47776186313172,2.12045239120682,2.06788679122649,1.97361292749927
1.49695505811096,2.96365613789601,2.86207690107146,2.73927889851563,2.21934211506876,2.97138475304164,3.06319647690084,3.08812658441065,1.82980288666139,1.672935363768,3.06112867284585,3.03120158898269,2.22156274906108,2.62581730590938,2.80399308103467,2.62395453044781,2.57213674851724,2.37235217092438,2.92807343988875,2.75069728546577,3.58231353498391,2.86970844610861,2.39560589453142,1.68400760506636,2.35275156680905,2.51587267902019,2.59787044368557,3.68672737356306,2.81837516011707,5.8365889032926,2.11588537161004,3.33033151740679,2.18802579260583,2.47933425202564,3.52487425477703,2.34764826011236,3.52296212270667,2.87154035726481,2.75453115169461,1.68414651395947,2.21886800199521,1.65350767120046,2.46793106200738,3.46245722504338,3.97644529322357,2.70927671337684,2.48032369033891,2.14838405608708,2.08023299466111,1.97590481605542
